State and area,Year,Unemployeement,gdp per capita,Birth Rate
South Carolina,2021,0.037,93907.33445,1.71
South Dakota,2021,0.025,105325.8097,2.07
Tennessee,2021,0.04,106022.6598,1.75
Texas,2021,0.051,126254.6578,1.81
Utah,2021,0.025,110304.8358,1.92
Vermont,2021,0.033,90780.43692,1.37
Virginia,2021,0.034,116758.5299,1.66
Washington,2021,0.048,147182.5345,1.56
West Virginia,2021,0.046,91574.47377,1.65
Wisconsin,2021,0.034,99073.84389,1.69
Wyoming,2021,0.043,126526.8383,1.75
Alabama,2021,0.029,92898.12318,1.77
Alaska,2021,0.058,143190.4227,1.89
Arizona,2021,0.041,98340.66951,1.64
Arkansas,2021,0.035,91888.80131,1.84
California,2021,0.062,150789.168,1.54
Colorado,2021,0.046,117830.6502,1.52
Connecticut,2021,0.056,129674.8765,1.58
Delaware,2021,0.051,130617.1412,1.68
District of Columbia,2021,0.064,333237.1103,1.34
Florida,2021,0.039,98266.79456,1.62
Georgia,2021,0.034,111086.3262,1.67
Hawaii,2021,0.034,112675.6135,1.73
Idaho,2021,0.031,85974.08341,1.85
Illinois,2021,0.053,121858.9858,1.57
Indiana,2021,0.033,103601.0425,1.79
Iowa,2021,0.034,105971.4427,1.85
Kansas,2021,0.029,108397.1418,1.84
Kentucky,2021,0.043,97044.53628,1.81
Louisiana,2021,0.045,106945.6003,1.87
Maine,2021,0.045,92776.38374,1.48
Maryland,2021,0.045,116432.2623,1.66
Massachusetts,2021,0.046,142606.748,1.43
Michigan,2021,0.053,100550.8006,1.64
Minnesota,2021,0.034,113897.6802,1.75
Mississippi,2021,0.047,83226.52887,1.82
Missouri,2021,0.035,97035.03716,1.73
Montana,2021,0.03,88482.47467,1.62
Nebraska,2021,0.025,116150.6259,1.95
Nevada,2021,0.058,106834.6689,1.61
New Hampshire,2021,0.029,109994.7379,1.48
New Jersey,2021,0.06,121761.2965,1.72
New Mexico,2021,0.061,98957.83899,1.58
New York,2021,0.059,158486.4607,1.56
North Carolina,2021,0.044,107661.8512,1.73
North Dakota,2021,0.025,131434.7414,1.94
Ohio,2021,0.045,110054.1905,1.72
Oklahoma,2021,0.032,104068.6574,1.83
Oregon,2021,0.043,106157.6623,1.43
Pennsylvania,2021,0.051,110922.9718,1.61
Rhode Island,2021,0.047,95666.90552,1.42
South Carolina,2021,0.036,93913.79789,1.71
South Dakota,2021,0.024,105257.1327,2.07
Tennessee,2021,0.038,105988.036,1.75
Texas,2021,0.049,125955.7276,1.81
Utah,2021,0.024,110065.0874,1.92
Vermont,2021,0.031,90616.16548,1.37
Virginia,2021,0.032,116529.5724,1.66
Washington,2021,0.045,147013.6091,1.56
West Virginia,2021,0.044,91554.02587,1.65
Wisconsin,2021,0.033,99202.0587,1.69
Wyoming,2021,0.041,126668.6154,1.75
Alabama,2021,0.028,92663.50432,1.77
Alaska,2021,0.055,142893.9814,1.89
Arizona,2021,0.039,98180.89599,1.64
Arkansas,2021,0.033,91559.28844,1.84
California,2021,0.058,150682.917,1.54
Colorado,2021,0.044,117535.2224,1.52
Connecticut,2021,0.053,128526.2554,1.58
Delaware,2021,0.049,130422.465,1.68
District of Columbia,2021,0.063,333574.1343,1.34
Florida,2021,0.037,97970.84404,1.62
Georgia,2021,0.033,110929.0185,1.67
Hawaii,2021,0.033,112554.9962,1.73
Idaho,2021,0.03,85762.62366,1.85
Illinois,2021,0.05,121466.3143,1.57
Indiana,2021,0.032,103453.3563,1.79
Iowa,2021,0.031,105933.3471,1.85
Kansas,2021,0.027,108475.9709,1.84
Kentucky,2021,0.042,96794.29152,1.81
Louisiana,2021,0.043,106784.4347,1.87
Maine,2021,0.042,93005.00896,1.48
Maryland,2021,0.041,116506.9391,1.66
Massachusetts,2021,0.042,142745.0916,1.43
Michigan,2021,0.049,100476.2307,1.64
Minnesota,2021,0.032,113747.2824,1.75
Mississippi,2021,0.045,83129.26785,1.82
Missouri,2021,0.033,96990.76268,1.73
Montana,2021,0.028,88141.69995,1.62
Nebraska,2021,0.023,116076.1143,1.95
Nevada,2021,0.056,106833.1668,1.61
New Hampshire,2021,0.027,109909.515,1.48
New Jersey,2021,0.056,121941.7822,1.72
New Mexico,2021,0.059,98795.98295,1.58
New York,2021,0.056,158410.7672,1.56
North Carolina,2021,0.041,106996.0257,1.73
North Dakota,2021,0.024,131063.9832,1.94
Ohio,2021,0.043,110062.1209,1.72
Oklahoma,2021,0.03,103882.3495,1.83
Oregon,2021,0.041,105934.5515,1.43
Pennsylvania,2021,0.048,110913.6102,1.61
Rhode Island,2021,0.042,95894.38026,1.42
South Carolina,2021,0.035,93837.33108,1.71
South Dakota,2021,0.022,105186.0892,2.07
Tennessee,2021,0.037,105840.0087,1.75
Texas,2021,0.047,125692.7645,1.81
Utah,2021,0.023,109744.0968,1.92
Vermont,2021,0.03,90422.23169,1.37
Virginia,2021,0.031,116169.5191,1.66
Washington,2021,0.043,146812.1593,1.56
West Virginia,2021,0.042,91472.32554,1.65
Wisconsin,2021,0.031,99249.02756,1.69
Wyoming,2021,0.039,126736.093,1.75
Alabama,2021,0.027,92401.47382,1.77
Alaska,2021,0.054,142471.3626,1.89
Arizona,2021,0.037,97929.19868,1.64
Arkansas,2021,0.033,91157.96428,1.84
California,2021,0.055,150166.2222,1.54
Colorado,2021,0.042,117160.7146,1.52
Connecticut,2021,0.051,127263.6568,1.58
Delaware,2021,0.047,130091.0571,1.68
District of Columbia,2021,0.061,333873.2111,1.34
Florida,2021,0.036,97643.87781,1.62
Georgia,2021,0.032,110693.6776,1.67
Hawaii,2021,0.032,112274.2758,1.73
Idaho,2021,0.028,85517.8555,1.85
Illinois,2021,0.049,120961.6571,1.57
Indiana,2021,0.03,103139.5768,1.79
Iowa,2021,0.029,105746.0161,1.85
Kansas,2021,0.026,108437.0492,1.84
Kentucky,2021,0.041,96556.73819,1.81
Louisiana,2021,0.041,106452.4871,1.87
Maine,2021,0.039,93164.96753,1.48
Maryland,2021,0.037,116517.9887,1.66
Massachusetts,2021,0.039,142679.9913,1.43
Michigan,2021,0.046,100323.6199,1.64
Minnesota,2021,0.03,113575.2568,1.75
Mississippi,2021,0.043,82990.03835,1.82
Missouri,2021,0.031,96896.5237,1.73
Montana,2021,0.027,87726.47564,1.62
Nebraska,2021,0.022,115959.5164,1.95
Nevada,2021,0.055,106712.4947,1.61
New Hampshire,2021,0.025,109713.0596,1.48
New Jersey,2021,0.054,121779.0044,1.72
New Mexico,2021,0.056,98548.58743,1.58
New York,2021,0.054,157998.2387,1.56
North Carolina,2021,0.039,106295.0645,1.73
North Dakota,2021,0.023,130609.966,1.94
Ohio,2021,0.042,109952.0835,1.72
Oklahoma,2021,0.029,103560.547,1.83
Oregon,2021,0.04,105553.112,1.43
Pennsylvania,2021,0.046,110728.3648,1.61
Rhode Island,2021,0.038,96001.60337,1.42
South Carolina,2021,0.034,93662.34184,1.71
South Dakota,2021,0.021,105038.0557,2.07
Tennessee,2021,0.036,105511.8261,1.75
Texas,2021,0.045,125295.537,1.81
Utah,2021,0.022,109340.2846,1.92
Vermont,2021,0.028,90195.82369,1.37
Virginia,2021,0.03,115667.9062,1.66
Washington,2021,0.041,146437.7895,1.56
West Virginia,2021,0.04,91332.38941,1.65
Wisconsin,2021,0.029,99216.06118,1.69
Wyoming,2021,0.037,126725.5035,1.75
Alabama,2022,0.026,93597.99062,0
Alaska,2022,0.051,138758.2856,0
Arizona,2022,0.036,100058.8702,0
Arkansas,2022,0.032,93098.28014,0
California,2022,0.052,150293.0807,0
Colorado,2022,0.04,120591.916,0
Connecticut,2022,0.048,129062.8614,0
Delaware,2022,0.046,132391.5928,0
District of Columbia,2022,0.06,336915.8233,0
Florida,2022,0.035,101071.6273,0
Georgia,2022,0.031,113473.4777,0
Hawaii,2022,0.032,113194.8009,0
Idaho,2022,0.027,89394.36345,0
Illinois,2022,0.048,123275.6727,0
Indiana,2022,0.029,104734.2533,0
Iowa,2022,0.027,103906.4824,0
Kansas,2022,0.025,110065.2694,0
Kentucky,2022,0.04,98103.36218,0
Louisiana,2022,0.04,104067.4103,0
Maine,2022,0.036,95027.47434,0
Maryland,2022,0.037,116206.8779,0
Massachusetts,2022,0.04,144931.1175,0
Michigan,2022,0.044,101862.8814,0
Minnesota,2022,0.028,114608.1564,0
Mississippi,2022,0.041,83025.34317,0
Missouri,2022,0.029,98459.62559,0
Montana,2022,0.026,88673.30989,0
Nebraska,2022,0.021,117139.4518,0
Nevada,2022,0.054,109831.272,0
New Hampshire,2022,0.023,109437.7833,0
New Jersey,2022,0.051,124340.7763,0
New Mexico,2022,0.054,99417.02505,0
New York,2022,0.051,162767.6962,0
North Carolina,2022,0.036,108935.4251,0
North Dakota,2022,0.023,128545.7801,0
Ohio,2022,0.041,111411.5054,0
Oklahoma,2022,0.029,102181.9935,0
Oregon,2022,0.038,108357.8724,0
Pennsylvania,2022,0.045,112733.4582,0
Rhode Island,2022,0.035,97319.09842,0
South Carolina,2022,0.033,95670.28962,0
South Dakota,2022,0.02,105392.4297,0
Tennessee,2022,0.035,109616.805,0
Texas,2022,0.043,129074.3444,0
Utah,2022,0.022,111810.1678,0
Vermont,2022,0.026,92470.48012,0
Virginia,2022,0.029,116831.6184,0
Washington,2022,0.04,147750.3268,0
West Virginia,2022,0.038,91524.11608,0
Wisconsin,2022,0.028,100818.2166,0
Wyoming,2022,0.035,126167.5657,0
Alabama,2022,0.026,93391.98483,0
Alaska,2022,0.047,138833.5827,0
Arizona,2022,0.036,99698.54099,0
Arkansas,2022,0.032,92754.39023,0
California,2022,0.047,150205.4609,0
Colorado,2022,0.036,120452.9973,0
Connecticut,2022,0.046,129260.6498,0
Delaware,2022,0.045,132144.9529,0
District of Columbia,2022,0.056,335160.0115,0
Florida,2022,0.033,100722.9293,0
Georgia,2022,0.03,113195.3627,0
Hawaii,2022,0.032,112768.1144,0
Idaho,2022,0.026,89092.203,0
Illinois,2022,0.046,123033.2573,0
Indiana,2022,0.028,104342.2748,0
Iowa,2022,0.025,103594.9053,0
Kansas,2022,0.024,109881.0782,0
Kentucky,2022,0.039,97999.23693,0
Louisiana,2022,0.039,103736.7645,0
Maine,2022,0.032,95261.17378,0
Maryland,2022,0.034,116175.6059,0
Massachusetts,2022,0.039,144793.6018,0
Michigan,2022,0.042,101615.3614,0
Minnesota,2022,0.026,114357.0043,0
Mississippi,2022,0.04,82967.81618,0
Missouri,2022,0.027,98406.48781,0
Montana,2022,0.025,88279.48671,0
Nebraska,2022,0.02,116976.2941,0
Nevada,2022,0.053,109020.3037,0
New Hampshire,2022,0.022,109097.457,0
New Jersey,2022,0.046,123939.6282,0
New Mexico,2022,0.05,99422.7679,0
New York,2022,0.047,162694.5736,0
North Carolina,2022,0.034,108747.5156,0
North Dakota,2022,0.022,128223.422,0
Ohio,2022,0.04,111164.1975,0
Oklahoma,2022,0.028,101822.3828,0
Oregon,2022,0.037,108197.6444,0
Pennsylvania,2022,0.044,112360.5042,0
Rhode Island,2022,0.032,97234.73921,0
South Carolina,2022,0.033,95403.30865,0
South Dakota,2022,0.019,105173.4514,0
Tennessee,2022,0.034,109125.7708,0
Texas,2022,0.041,128749.9983,0
Utah,2022,0.022,111313.2767,0
Vermont,2022,0.024,92247.68391,0
Virginia,2022,0.029,116328.1232,0
Washington,2022,0.04,147270.9404,0
West Virginia,2022,0.037,91325.68849,0
Wisconsin,2022,0.028,100733.5369,0
Wyoming,2022,0.034,125795.086,0
Alabama,2022,0.025,93237.27973,0
Alaska,2022,0.043,138923.7362,0
Arizona,2022,0.036,99351.32034,0
Arkansas,2022,0.031,92525.8842,0
California,2022,0.044,150137.4382,0
Colorado,2022,0.033,120389.9308,0
Connecticut,2022,0.043,129476.17,0
Delaware,2022,0.044,132013.628,0
District of Columbia,2022,0.052,333492.9402,0
Florida,2022,0.031,100348.8827,0
Georgia,2022,0.03,112977.2525,0
Hawaii,2022,0.033,112312.8449,0
Idaho,2022,0.025,88813.10667,0
Illinois,2022,0.045,122942.3461,0
Indiana,2022,0.028,103982.0987,0
Iowa,2022,0.024,103327.1349,0
Kansas,2022,0.024,109699.7643,0
Kentucky,2022,0.038,97967.3895,0
Louisiana,2022,0.037,103584.6042,0
Maine,2022,0.029,95464.35426,0
Maryland,2022,0.032,116180.6947,0
Massachusetts,2022,0.037,144832.8543,0
Michigan,2022,0.041,101398.0335,0
Minnesota,2022,0.024,114178.4689,0
Mississippi,2022,0.038,82982.6351,0
Missouri,2022,0.025,98380.63251,0
Montana,2022,0.025,87960.15714,0
Nebraska,2022,0.02,116816.7935,0
Nevada,2022,0.053,108262.0823,0
New Hampshire,2022,0.021,108756.2482,0
New Jersey,2022,0.041,123592.4017,0
New Mexico,2022,0.046,99528.24089,0
New York,2022,0.044,162628.3693,0
North Carolina,2022,0.033,108573.2088,0
North Dakota,2022,0.021,128040.4713,0
Ohio,2022,0.039,110957.9556,0
Oklahoma,2022,0.028,101553.5367,0
Oregon,2022,0.035,108143.228,0
Pennsylvania,2022,0.044,112061.9169,0
Rhode Island,2022,0.03,97107.28305,0
South Carolina,2022,0.032,95205.94026,0
South Dakota,2022,0.019,104950.2948,0
Tennessee,2022,0.033,108783.9772,0
Texas,2022,0.039,128467.4626,0
Utah,2022,0.022,110866.3524,0
Vermont,2022,0.023,92053.48111,0
Virginia,2022,0.028,116005.0858,0
Washington,2022,0.039,146823.7537,0
West Virginia,2022,0.036,91169.28163,0
Wisconsin,2022,0.028,100697.8375,0
Wyoming,2022,0.033,125445.578,0
Alabama,2022,0.025,93130.07567,0
Alaska,2022,0.041,138913.2382,0
Arizona,2022,0.036,99034.95539,0
Arkansas,2022,0.031,92384.89508,0
California,2022,0.041,149927.4763,0
Colorado,2022,0.031,120290.2043,0
Connecticut,2022,0.042,129655.7209,0
Delaware,2022,0.043,132012.8329,0
District of Columbia,2022,0.049,332022.2122,0
Florida,2022,0.03,99977.8186,0
Georgia,2022,0.029,112826.9436,0
Hawaii,2022,0.033,111839.6721,0
Idaho,2022,0.025,88567.58475,0
Illinois,2022,0.045,122935.4518,0
Indiana,2022,0.028,103669.416,0
Iowa,2022,0.023,103134.5111,0
Kansas,2022,0.024,109561.2417,0
Kentucky,2022,0.038,97968.34271,0
Louisiana,2022,0.036,103571.0675,0
Maine,2022,0.027,95565.21226,0
Maryland,2022,0.031,116172.3112,0
Massachusetts,2022,0.037,144692.3684,0
Michigan,2022,0.04,101238.3744,0
Minnesota,2022,0.023,114034.5937,0
Mississippi,2022,0.037,83048.95692,0
Missouri,2022,0.023,98364.82979,0
Montana,2022,0.026,87698.28189,0
Nebraska,2022,0.02,116677.5594,0
Nevada,2022,0.052,107554.8711,0
New Hampshire,2022,0.021,108432.1799,0
New Jersey,2022,0.039,123102.8031,0
New Mexico,2022,0.043,99577.44745,0
New York,2022,0.043,162383.0833,0
North Carolina,2022,0.033,108414.52,0
North Dakota,2022,0.02,127989.8813,0
Ohio,2022,0.039,110808.2581,0
Oklahoma,2022,0.028,101392.2434,0
Oregon,2022,0.036,108124.7528,0
Pennsylvania,2022,0.043,111886.7527,0
Rhode Island,2022,0.029,96908.24956,0
South Carolina,2022,0.032,95104.16636,0
South Dakota,2022,0.019,104747.2441,0
Tennessee,2022,0.033,108664.8275,0
Texas,2022,0.038,128144.6328,0
Utah,2022,0.022,110493.2345,0
Vermont,2022,0.022,91873.535,0
Virginia,2022,0.026,115847.7055,0
Washington,2022,0.039,146415.4998,0
West Virginia,2022,0.037,91083.52073,0
Wisconsin,2022,0.028,100729.012,0
Wyoming,2022,0.032,125101.4515,0
Alabama,2022,0.025,93075.3677,0
Alaska,2022,0.039,138928.0136,0
Arizona,2022,0.037,98760.4547,0
Arkansas,2022,0.032,92325.23778,0
California,2022,0.04,149904.6014,0
Colorado,2022,0.029,120286.7167,0
Connecticut,2022,0.041,129946.0062,0
Delaware,2022,0.043,132085.4927,0
District of Columbia,2022,0.046,330776.7105,0
Florida,2022,0.029,99604.64331,0
Georgia,2022,0.029,112779.7045,0
Hawaii,2022,0.034,111463.1382,0
Idaho,2022,0.025,88366.24862,0
Illinois,2022,0.044,123039.1571,0
Indiana,2022,0.029,103436.9688,0
Iowa,2022,0.024,103037.8387,0
Kansas,2022,0.025,109482.845,0
Kentucky,2022,0.038,97986.21894,0
Louisiana,2022,0.035,103726.8048,0
Maine,2022,0.026,95692.29178,0
Maryland,2022,0.031,116120.1706,0
Massachusetts,2022,0.037,144685.2473,0
Michigan,2022,0.04,101152.8691,0
Minnesota,2022,0.024,113886.0822,0
Mississippi,2022,0.037,83177.35221,0
Missouri,2022,0.021,98370.52591,0
Montana,2022,0.026,87489.16325,0
Nebraska,2022,0.021,116576.1564,0
Nevada,2022,0.052,106944.4184,0
New Hampshire,2022,0.022,108160.7522,0
New Jersey,2022,0.036,122709.2539,0
New Mexico,2022,0.041,99690.59745,0
New York,2022,0.041,162254.3169,0
North Carolina,2022,0.034,108265.5742,0
North Dakota,2022,0.02,128064.2377,0
Ohio,2022,0.039,110759.5238,0
Oklahoma,2022,0.029,101329.1677,0
Oregon,2022,0.037,108120.6204,0
Pennsylvania,2022,0.043,111845.2827,0
Rhode Island,2022,0.03,96757.81953,0
South Carolina,2022,0.032,95085.75436,0
South Dakota,2022,0.02,104629.7463,0
Tennessee,2022,0.032,108764.5136,0
Texas,2022,0.038,127896.252,0
Utah,2022,0.022,110203.0342,0
Vermont,2022,0.022,91764.24166,0
Virginia,2022,0.025,115836.0376,0
Washington,2022,0.039,146166.9231,0
West Virginia,2022,0.038,91070.67051,0
Wisconsin,2022,0.029,100823.0756,0
Wyoming,2022,0.033,124779.3383,0
Alabama,2022,0.026,93085.36154,0
Alaska,2022,0.039,138998.4345,0
Arizona,2022,0.038,98529.59064,0
Arkansas,2022,0.032,92303.48373,0
California,2022,0.039,149856.3276,0
Colorado,2022,0.028,120419.8397,0
Connecticut,2022,0.04,130371.7298,0
Delaware,2022,0.043,132228.1276,0
District of Columbia,2022,0.044,330221.5558,0
Florida,2022,0.028,99325.93086,0
Georgia,2022,0.03,112807.828,0
Hawaii,2022,0.034,111132.6741,0
Idaho,2022,0.026,88218.78764,0
Illinois,2022,0.044,123197.5257,0
Indiana,2022,0.029,103307.6027,0
Iowa,2022,0.026,103000.5025,0
Kansas,2022,0.026,109475.7236,0
Kentucky,2022,0.039,98035.78209,0
Louisiana,2022,0.035,103982.0992,0
Maine,2022,0.026,95876.30697,0
Maryland,2022,0.032,116118.9637,0
Massachusetts,2022,0.037,144847.0491,0
Michigan,2022,0.04,101144.7104,0
Minnesota,2022,0.024,113737.3293,0
Mississippi,2022,0.037,83334.23681,0
Missouri,2022,0.021,98337.5169,0
Montana,2022,0.027,87356.74566,0
Nebraska,2022,0.022,116532.9404,0
Nevada,2022,0.052,106400.7619,0
New Hampshire,2022,0.024,107978.9621,0
New Jersey,2022,0.034,122390.2987,0
New Mexico,2022,0.039,99901.11559,0
New York,2022,0.041,162241.1636,0
North Carolina,2022,0.036,108177.3024,0
North Dakota,2022,0.02,128191.5535,0
Ohio,2022,0.039,110845.3994,0
Oklahoma,2022,0.03,101332.2257,0
Oregon,2022,0.039,108081.453,0
Pennsylvania,2022,0.043,111917.5218,0
Rhode Island,2022,0.031,96716.27568,0
South Carolina,2022,0.032,95135.9748,0
South Dakota,2022,0.02,104581.8548,0
Tennessee,2022,0.032,109046.2397,0
Texas,2022,0.038,127768.942,0
Utah,2022,0.023,109998.7508,0
Vermont,2022,0.023,91710.09429,0
Virginia,2022,0.025,115866.599,0
Washington,2022,0.039,145933.4178,0
West Virginia,2022,0.039,91113.63454,0
Wisconsin,2022,0.029,100960.037,0
Wyoming,2022,0.034,124479.3397,0
Alabama,2022,0.026,93161.56392,0
Alaska,2022,0.038,139226.5271,0
Arizona,2022,0.039,98325.51144,0
Arkansas,2022,0.033,92305.57114,0
California,2022,0.038,149993.7417,0
Colorado,2022,0.027,120652.4401,0
Connecticut,2022,0.04,130933.3096,0
Delaware,2022,0.044,132423.5876,0
District of Columbia,2022,0.041,330379.378,0
Florida,2022,0.027,99147.97545,0
Georgia,2022,0.03,112875.4291,0
Hawaii,2022,0.035,110947.1173,0
Idaho,2022,0.027,88117.36408,0
Illinois,2022,0.044,123389.3014,0
Indiana,2022,0.03,103288.3753,0
Iowa,2022,0.028,103021.6544,0
Kansas,2022,0.027,109514.9755,0
Kentucky,2022,0.039,98164.3836,0
Louisiana,2022,0.035,104248.5615,0
Maine,2022,0.027,96141.59938,0
Maryland,2022,0.032,116194.7552,0
Massachusetts,2022,0.037,145238.1881,0
Michigan,2022,0.041,101205.1493,0
Minnesota,2022,0.026,113603.183,0
Mississippi,2022,0.038,83567.20252,0
Missouri,2022,0.022,98290.00485,0
Montana,2022,0.027,87303.86015,0
Nebraska,2022,0.024,116539.2064,0
Nevada,2022,0.053,105918.8537,0
New Hampshire,2022,0.025,107895.5886,0
New Jersey,2022,0.032,122232.8804,0
New Mexico,2022,0.036,100208.2215,0
New York,2022,0.04,162458.5433,0
North Carolina,2022,0.037,108178.8711,0
North Dakota,2022,0.02,128338.342,0
Ohio,2022,0.04,111071.8413,0
Oklahoma,2022,0.031,101356.4282,0
Oregon,2022,0.041,108004.9916,0
Pennsylvania,2022,0.043,112036.4449,0
Rhode Island,2022,0.032,96858.28001,0
South Carolina,2022,0.032,95240.22045,0
South Dakota,2022,0.021,104638.7583,0
Tennessee,2022,0.033,109498.1395,0
Texas,2022,0.038,127756.6669,0
Utah,2022,0.023,109844.4789,0
Vermont,2022,0.025,91700.18314,0
Virginia,2022,0.026,115830.283,0
Washington,2022,0.041,145732.5709,0
West Virginia,2022,0.04,91196.31816,0
Wisconsin,2022,0.03,101136.9639,0
Wyoming,2022,0.035,124195.6317,0
Alabama,2022,0.026,93267.45369,0
Alaska,2022,0.036,139543.9785,0
Arizona,2022,0.04,98144.78309,0
Arkansas,2022,0.034,92302.27174,0
California,2022,0.038,150198.1273,0
Colorado,2022,0.026,120927.352,0
Connecticut,2022,0.039,131537.8313,0
Delaware,2022,0.045,132628.9887,0
District of Columbia,2022,0.039,330661.6394,0
Florida,2022,0.027,99027.05816,0
Georgia,2022,0.031,112949.5624,0
Hawaii,2022,0.036,110881.8704,0
Idaho,2022,0.028,88048.46272,0
Illinois,2022,0.045,123577.1201,0
Indiana,2022,0.031,103337.849,0
Iowa,2022,0.029,103035.2609,0
Kansas,2022,0.028,109557.9669,0
Kentucky,2022,0.04,98347.616,0
Louisiana,2022,0.035,104380.449,0
Maine,2022,0.027,96445.97861,0
Maryland,2022,0.034,116170.7738,0
Massachusetts,2022,0.039,145244.2,0
Michigan,2022,0.043,101295.9745,0
Minnesota,2022,0.027,113484.2766,0
Mississippi,2022,0.039,83829.43063,0
Missouri,2022,0.024,98209.29472,0
Montana,2022,0.027,87299.26444,0
Nebraska,2022,0.026,116563.5072,0
Nevada,2022,0.054,105447.3391,0
New Hampshire,2022,0.027,107879.6023,0
New Jersey,2022,0.03,122145.974,0
New Mexico,2022,0.034,100544.3389,0
New York,2022,0.039,162824.4301,0
North Carolina,2022,0.039,108228.7785,0
North Dakota,2022,0.02,128423.3479,0
Ohio,2022,0.041,111355.7759,0
Oklahoma,2022,0.032,101358.2533,0
Oregon,2022,0.043,107892.0887,0
Pennsylvania,2022,0.043,112115.0077,0
Rhode Island,2022,0.034,97091.11935,0
South Carolina,2022,0.033,95354.85365,0
South Dakota,2022,0.022,104742.8386,0
Tennessee,2022,0.033,110000.4666,0
Texas,2022,0.037,127823.6652,0
Utah,2022,0.024,109710.0102,0
Vermont,2022,0.028,91684.65104,0
Virginia,2022,0.028,115678.8023,0
Washington,2022,0.043,145506.5961,0
West Virginia,2022,0.041,91286.24573,0
Wisconsin,2022,0.031,101319.2543,0
Wyoming,2022,0.037,123901.3864,0
Alabama,2022,0.026,93359.44152,0
Alaska,2022,0.037,139442.0486,0
Arizona,2022,0.04,97991.86739,0
Arkansas,2022,0.035,92288.0668,0
California,2022,0.04,149974.6034,0
Colorado,2022,0.028,120829.8742,0
Connecticut,2022,0.04,131792.6499,0
